,index,aqi,aqiInfo,aqiLevel,bWendu,fengli,fengxiang,tianqi,yWendu,ymd,month
298,25,193.0,中度污染,4.0,17℃,1-2级,北风,阴~多云,9℃,2017-10-26,201710
299,26,211.0,重度污染,5.0,18℃,1-2级,南风,多云~雾,9℃,2017-10-27,201710
300,27,85.0,良,2.0,16℃,3-4级,北风,多云~晴,5℃,2017-10-28,201710
301,28,24.0,优,1.0,12℃,3-4级,北风,晴,1℃,2017-10-29,201710
302,29,39.0,优,1.0,14℃,1-2级,西北风,晴,2℃,2017-10-30,201710
303,30,80.0,良,2.0,16℃,1-2级,西南风,晴,4℃,2017-10-31,201710
304,0,92.0,良,2.0,17℃,1-2级,东北风,晴~阴,5℃,2017-11-01,201711
305,1,79.0,良,2.0,17℃,1-2级,北风,阴~晴,3℃,2017-11-02,201711
306,2,29.0,优,1.0,13℃,3-4级,北风,晴,0℃,2017-11-03,201711
307,3,53.0,良,2.0,14℃,1-2级,西南风,晴,3℃,2017-11-04,201711
308,4,128.0,轻度污染,3.0,15℃,1-2级,南风,晴~多云,4℃,2017-11-05,201711
309,5,198.0,中度污染,4.0,15℃,1-2级,南风,多云,4℃,2017-11-06,201711
310,6,137.0,轻度污染,3.0,18℃,3-4级,西北风,晴,4℃,2017-11-07,201711
311,7,40.0,优,1.0,13℃,1-2级,南风,多云~阴,4℃,2017-11-08,201711
312,8,74.0,良,2.0,13℃,1-2级,西北风,阴~多云,5℃,2017-11-09,201711
313,9,42.0,优,1.0,11℃,5-6级,西北风,晴,-1℃,2017-11-10,201711
314,10,33.0,优,1.0,10℃,1-2级,南风,晴~多云,0℃,2017-11-11,201711
315,11,75.0,良,2.0,11℃,1-2级,西南风,多云~晴,0℃,2017-11-12,201711
316,12,67.0,良,2.0,12℃,4-5级,北风,晴,0℃,2017-11-13,201711
317,13,27.0,优,1.0,8℃,1-2级,西风,晴,-4℃,2017-11-14,201711
318,14,37.0,优,1.0,7℃,1-2级,南风,晴,-3℃,2017-11-15,201711
319,15,76.0,良,2.0,7℃,1-2级,南风,晴,-1℃,2017-11-16,201711
320,16,60.0,良,2.0,6℃,5-6级,北风,多云~晴,-4℃,2017-11-17,201711
321,17,50.0,优,1.0,5℃,3-4级,西南风,晴,-6℃,2017-11-18,201711
322,18,115.0,轻度污染,3.0,7℃,1-2级,西南风,多云,-5℃,2017-11-19,201711
323,19,135.0,轻度污染,3.0,9℃,1-2级,西北风,晴~多云,-3℃,2017-11-20,201711
324,20,171.0,中度污染,4.0,8℃,3-4级,西南风,多云~晴,-2℃,2017-11-21,201711
325,21,36.0,优,1.0,7℃,3-4级,西北风,多云~晴,-5℃,2017-11-22,201711
326,22,30.0,优,1.0,7℃,1-2级,西风,多云,-4℃,2017-11-23,201711
327,23,37.0,优,1.0,7℃,3-4级,西南风,多云,-5℃,2017-11-24,201711
328,24,65.0,良,2.0,7℃,1-2级,南风,阴~多云,-4℃,2017-11-25,201711
329,25,29.0,优,1.0,4℃,1-2级,东南风,晴,-4℃,2017-11-26,201711
330,26,90.0,良,2.0,7℃,1-2级,南风,多云,-3℃,2017-11-27,201711
331,27,78.0,良,2.0,7℃,1-2级,西北风,晴~多云,-5℃,2017-11-28,201711
332,28,32.0,优,1.0,1℃,1-2级,南风,多云,-6℃,2017-11-29,201711
333,29,43.0,优,1.0,4℃,3-4级,西南风,晴,-5℃,2017-11-30,201711
334,0,91.0,良,2.0,5℃,1-2级,西南风,晴,-5℃,2017-12-01,201712
335,1,184.0,中度污染,4.0,6℃,1-2级,西南风,晴~多云,-4℃,2017-12-02,201712
336,2,88.0,良,2.0,5℃,3-4级,北风,多云~晴,-5℃,2017-12-03,201712
337,3,26.0,优,1.0,4℃,3-4级,西北风,多云,-6℃,2017-12-04,201712
338,4,43.0,优,1.0,7℃,1-2级,西南风,晴,-4℃,2017-12-05,201712
339,5,51.0,良,2.0,8℃,1-2级,西北风,多云,-4℃,2017-12-06,201712
340,6,27.0,优,1.0,5℃,3-4级,西北风,多云~晴,-5℃,2017-12-07,201712
341,7,40.0,优,1.0,6℃,1-2级,西南风,晴,-4℃,2017-12-08,201712
342,8,57.0,良,2.0,6℃,1-2级,西南风,多云~晴,-4℃,2017-12-09,201712
343,9,43.0,优,1.0,4℃,4-5级,西北风,晴~多云,-5℃,2017-12-10,201712
344,10,24.0,优,1.0,1℃,3-4级,东北风,多云~晴,-8℃,2017-12-11,201712
345,11,26.0,优,1.0,-1℃,1-2级,东北风,多云,-8℃,2017-12-12,201712
346,12,50.0,优,1.0,0℃,1-2级,东风,晴~多云,-5℃,2017-12-13,201712
347,13,91.0,良,2.0,0℃,1-2级,南风,阴~多云,-4℃,2017-12-14,201712
348,14,67.0,良,2.0,4℃,微风,无持续风向,多云~晴,-6℃,2017-12-15,201712
349,15,39.0,优,1.0,0℃,3-4级,西北风,晴,-8℃,2017-12-16,201712
350,16,47.0,优,1.0,5℃,1-2级,西南风,晴,-5℃,2017-12-17,201712
351,17,49.0,优,1.0,6℃,3-4级,西北风,晴,-6℃,2017-12-18,201712
352,18,55.0,良,2.0,4℃,1-2级,西南风,多云~阴,-4℃,2017-12-19,201712
353,19,45.0,优,1.0,6℃,1-2级,北风,多云~晴,-5℃,2017-12-20,201712
354,20,69.0,良,2.0,7℃,1-2级,西南风,晴,-6℃,2017-12-21,201712
355,21,68.0,良,2.0,9℃,1-2级,北风,多云,-6℃,2017-12-22,201712
356,22,51.0,良,2.0,6℃,1-2级,西南风,晴~多云,-3℃,2017-12-23,201712
357,23,50.0,优,1.0,5℃,3-4级,西北风,晴,-7℃,2017-12-24,201712
358,24,44.0,优,1.0,5℃,1-2级,南风,晴,-4℃,2017-12-25,201712
359,25,42.0,优,1.0,3℃,1-2级,南风,晴~多云,-6℃,2017-12-26,201712
360,26,98.0,良,2.0,4℃,1-2级,北风,多云~晴,-5℃,2017-12-27,201712
361,27,138.0,轻度污染,3.0,5℃,1-2级,北风,晴,-4℃,2017-12-28,201712
362,28,215.0,重度污染,5.0,4℃,1-2级,东风,多云,-3℃,2017-12-29,201712
363,29,162.0,中度污染,4.0,6℃,3-4级,北风,晴,-6℃,2017-12-30,201712
364,30,54.0,良,2.0,4℃,1-2级,南风,晴,-6℃,2017-12-31,201712
365,0,59.0,良,2.0,3℃,1-2级,东北风,晴~多云,-6℃,2018-01-01,201801
366,1,49.0,优,1.0,2℃,1-2级,东北风,阴~多云,-5℃,2018-01-02,201801
367,2,28.0,优,1.0,2℃,1-2级,北风,多云,-5℃,2018-01-03,201801
368,3,28.0,优,1.0,0℃,1-2级,东北风,阴,-8℃,2018-01-04,201801
369,4,50.0,优,1.0,3℃,1-2级,西北风,多云~晴,-6℃,2018-01-05,201801
370,5,32.0,优,1.0,2℃,1-2级,西南风,多云~阴,-5℃,2018-01-06,201801
371,6,59.0,良,2.0,2℃,1-2级,西南风,阴~多云,-4℃,2018-01-07,201801
372,7,50.0,优,1.0,2℃,4-5级,西北风,晴,-6℃,2018-01-08,201801
373,8,34.0,优,1.0,1℃,3-4级,西北风,晴,-8℃,2018-01-09,201801
374,9,26.0,优,1.0,-2℃,1-2级,西北风,晴,-10℃,2018-01-10,201801
375,10,24.0,优,1.0,-1℃,1-2级,北风,晴,-10℃,2018-01-11,201801
376,11,75.0,良,2.0,2℃,1-2级,西南风,晴,-8℃,2018-01-12,201801
377,12,126.0,轻度污染,3.0,3℃,1-2级,南风,多云,-7℃,2018-01-13,201801
378,13,187.0,中度污染,4.0,6℃,1-2级,西北风,晴~多云,-5℃,2018-01-14,201801
379,14,47.0,优,1.0,2℃,1-2级,东南风,阴,-5℃,2018-01-15,201801
380,15,112.0,轻度污染,3.0,4℃,1-2级,南风,多云,-5℃,2018-01-16,201801
381,16,82.0,良,2.0,6℃,1-2级,西北风,多云~晴,-7℃,2018-01-17,201801
382,17,80.0,良,2.0,5℃,1-2级,西南风,晴,-6℃,2018-01-18,201801
383,18,115.0,轻度污染,3.0,7℃,1-2级,南风,晴,-4℃,2018-01-19,201801
384,19,64.0,良,2.0,3℃,1-2级,东风,晴~多云,-6℃,2018-01-20,201801
385,20,63.0,良,2.0,0℃,1-2级,东北风,阴~小雪,-5℃,2018-01-21,201801
386,21,47.0,优,1.0,-3℃,1-2级,东风,小雪~多云,-10℃,2018-01-22,201801
387,22,31.0,优,1.0,-4℃,3-4级,西北风,晴,-12℃,2018-01-23,201801
388,23,34.0,优,1.0,-4℃,1-2级,西南风,晴,-11℃,2018-01-24,201801
389,24,27.0,优,1.0,-3℃,1-2级,东北风,多云,-11℃,2018-01-25,201801
390,25,39.0,优,1.0,-3℃,1-2级,南风,晴~多云,-10℃,2018-01-26,201801
391,26,105.0,轻度污染,3.0,-1℃,1-2级,南风,多云,-9℃,2018-01-27,201801
392,27,55.0,良,2.0,-1℃,3-4级,西北风,晴,-9℃,2018-01-28,201801
393,28,57.0,良,2.0,1℃,1-2级,西北风,晴,-8℃,2018-01-29,201801
394,29,36.0,优,1.0,4℃,1-2级,西北风,晴,-7℃,2018-01-30,201801
